SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
WS261,1901 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.047088, -118.434631)"
WS262,1901 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.047046, -118.434594)"
WS263,1901 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046903, -118.434472)"
WS264A,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.046535, -118.434501)"
WS265,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.046506, -118.434551)"
WS266,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.04646, -118.434629)"
WS266A,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.046431, -118.434677)"
WS267,10800 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.046429, -118.434486)"
WS26A,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052119, -118.438854)"
WS27,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052163, -118.438891)"
WS270,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046466, -118.434094)"
WS271,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046433, -118.434066)"
WS272,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04637, -118.434011)"
WS273,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046331, -118.433978)"
WS274,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046274, -118.433929)"
WS275,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046232, -118.433893)"
WS276,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046112, -118.433788)"
WS277,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046013, -118.433704)"
WS278,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045973, -118.433669)"
WS279,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045916, -118.433619)"
WS27A,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05223, -118.43895)"
WS28,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052271, -118.438983)"
WS281,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045772, -118.433496)"
WS282,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045734, -118.433463)"
WS283,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045679, -118.433415)"
WS284,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045637, -118.433379)"
WS285,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045574, -118.433326)"
WS286,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045536, -118.433292)"
WS287,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04548, -118.433244)"
WS288,2001 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04544, -118.433209)"
WS28A,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052339, -118.439043)"
WS29,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052382, -118.43908)"
WS291,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045136, -118.433227)"
WS292,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045094, -118.433298)"
WS293,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045056, -118.433359)"
WS294,10800 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.045077, -118.433133)"
WS295,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045059, -118.432881)"
WS296,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045022, -118.43285)"
WS297,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044963, -118.432797)"
WS297A,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044921, -118.432762)"
WS298,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04474, -118.432605)"
WS299,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044696, -118.432568)"
WS3,1700 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050654, -118.437589)"
WS30,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052447, -118.439135)"
WS300,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044591, -118.432478)"
WS301,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044389, -118.432302)"
WS302,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044346, -118.432267)"
WS303,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044254, -118.432187)"
WS303A,2101 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044205, -118.432144)"
WS307,2100 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.044558, -118.432191)"
WS308,2100 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.044711, -118.432325)"
WS309,2100 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.04475, -118.432358)"
WS31,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05249, -118.439172)"
WS310,2100 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.044816, -118.432413)"
WS311,2100 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.044989, -118.432563)"
WS312,10800 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.045388, -118.432611)"
WS313,10800 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.045491, -118.432437)"
WS314,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045496, -118.432621)"
WS315,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045465, -118.432675)"
WS316,10801 MISSISSIPPI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.045412, -118.432761)"
WS317,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045535, -118.433032)"
WS318,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045575, -118.433066)"
WS319,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045631, -118.433115)"
WS32,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052553, -118.439228)"
WS320,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045671, -118.433149)"
WS321,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045727, -118.433197)"
WS322,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045766, -118.433232)"
WS323,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045825, -118.433282)"
WS324,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.045878, -118.433328)"
WS324A,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046045, -118.433472)"
WS325,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046103, -118.433521)"
WS326,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046136, -118.43355)"
WS327,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046281, -118.433676)"
WS328,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046323, -118.433712)"
WS329,2000 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046473, -118.43384)"
WS33,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052597, -118.439266)"
WS334,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.046914, -118.433871)"
WS334A,10801 LA GRANGE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.04687, -118.433945)"
WS336,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.04693, -118.434224)"
WS336A,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.046967, -118.434256)"
WS337,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047026, -118.434307)"
WS337A,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047067, -118.434343)"
WS338,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047133, -118.434398)"
WS339,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047261, -118.434511)"
WS34,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052664, -118.43932)"
WS340,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047304, -118.434547)"
WS341,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047362, -118.434597)"
WS342,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047401, -118.434632)"
WS343,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047461, -118.434683)"
WS344,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047625, -118.434825)"
WS345,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047784, -118.434974)"
WS346,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047905, -118.435077)"
WS347,1900 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.047943, -118.435109)"
WS349,10800 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.04826, -118.435216)"
WS35,1600 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.052706, -118.439358)"
WS350,10800 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.048293, -118.435161)"
WS351,10800 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.048375, -118.435026)"
WS352,10800 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Thu,"(34.048405, -118.434975)"
WS353,10801 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.048485, -118.435033)"
WS354,10801 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.048385, -118.4352)"
WS355,10801 MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Fri,"(34.048354, -118.435255)"
WS356,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.048418, -118.435518)"
WS357,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.048454, -118.43555)"
WS358,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.048515, -118.435604)"
WS359,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.048555, -118.435638)"
WS36,10800 HOLMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.052873, -118.43931)"
WS360,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.048612, -118.435684)"
WS361,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048754, -118.435787)"
WS362,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048797, -118.435826)"
WS363,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048979, -118.435982)"
WS363A,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.049019, -118.436015)"
WS364,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.049077, -118.436065)"
WS364A,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.049119, -118.436101)"
WS365,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.049182, -118.436156)"
WS365A,1800 WESTWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04922, -118.436189)"
WS366,2100 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.041199, -118.438633)"
WS367,2100 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.041323, -118.438736)"
WS369,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.041824, -118.439169)"
WS37,10800 HOLMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.052899, -118.439102)"
WS372,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.0422, -118.439493)"
WS375,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.042475, -118.439731)"
WS376,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.042696, -118.439921)"
WS377,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.042852, -118.440055)"
WS378,2000 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.042903, -118.440099)"
WS379,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043454, -118.440576)"
WS379A,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043623, -118.44072)"
WS38,10801 HOLMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.05299, -118.439232)"
WS380,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043663, -118.440755)"
WS381,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043723, -118.440808)"
WS382,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043766, -118.440844)"
WS383,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043887, -118.440946)"
WS384,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043932, -118.440985)"
WS385,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.043992, -118.44104)"
WS386,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044032, -118.441074)"
WS387,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044097, -118.441129)"
WS388,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044145, -118.441171)"
WS389,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044207, -118.441225)"
WS38A,10801 HOLMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.052981, -118.43931)"
WS39,10801 HOLMAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.052974, -118.439365)"
WS390,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04425, -118.44126)"
WS391,1900 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044311, -118.441314)"
WS392,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044712, -118.441661)"
WS393,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044772, -118.441711)"
WS394,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044817, -118.44175)"
WS395,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.044879, -118.441801)"
WS396A,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.04498, -118.44189)"
WS397,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045034, -118.441937)"
WS398,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045079, -118.441979)"
WS399,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045224, -118.442101)"
WS4,1700 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.050709, -118.437638)"
WS40,1500 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053065, -118.439668)"
WS400,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045266, -118.44214)"
WS403,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045439, -118.442287)"
WS404,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045577, -118.442403)"
WS405,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045628, -118.442446)"
WS406,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045793, -118.442593)"
WS407,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045836, -118.44263)"
WS408,1800 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045981, -118.442757)"
WS409,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046112, -118.442869)"
WS40A,1500 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053114, -118.43971)"
WS41,1500 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053176, -118.439763)"
WS410,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046166, -118.442915)"
WS411,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046209, -118.442951)"
WS411A,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046341, -118.443067)"
WS412,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046496, -118.443198)"
WS412A,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046558, -118.443251)"
WS413,1700 S. SEPULVEDA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.0466, -118.443286)"
WS42,1500 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05322, -118.439802)"
WS425,11101 W. MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044414, -118.441875)"
WS426,11101 W. MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044368, -118.44195)"
WS427,11101 W. MISSOURI AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044339, -118.442003)"
WS428,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048277, -118.444685)"
WS428A,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048322, -118.444725)"
WS429,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048382, -118.444775)"
WS43,1500 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.053283, -118.439859)"
WS430,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048423, -118.444811)"
WS431,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048485, -118.444865)"
WS432,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048527, -118.444901)"
WS435,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048693, -118.445042)"
WS436,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048744, -118.445085)"
WS437,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048791, -118.445127)"
WS438,1600 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.048837, -118.445165)"
